Feature,Importance
cat__data_source_secondary_https://www.bleepingcomputer.com/news/security/gallagher-staffing-ltd-hit-by-cyberattack-2025/,0.00010527000913460349
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001940806&type=8-K&dateb=20250811&owner=include&count=10,0.00010526528973921479
cat__discovery_date_2023-07-17,0.00010523008618230483
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2022/11/INQ-2022-00029,0.00010522265104829826
cat__stock_ticker_y_ARCH.SA,0.00010512358176762447
cat__data_source_secondary_https://therecord.media/2023/09/16/sovereign-power-electric--breached,0.00010498977256172804
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2025/07/INQ-2025-00244,0.00010494613803481919
cat__discovery_date_2025-09-28,0.00010491069810849531
cat__stock_ticker_x_RMS.TO,0.00010490028711749127
cat__data_source_secondary_https://www.theregister.com/2022/06/14/osprey-neuro-therape_security_incident/,0.00010467176807103412
cat__disclosure_date_2024-08-30,0.00010457653072347256
cat__company_name_Gutierrez Assurance Ltda.,0.00010452214006779338
cat__data_source_secondary_https://www.ico.org.uk/decisions/2024/05/INQ-2024-00027,0.00010430851608049836
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001935514&type=8-K&dateb=20250305&owner=include&count=10,0.00010428890921117467
cat__disclosure_date_2023-03-21,0.00010419298161387586
cat__company_name_CastComponent Industrial Group SA,0.00010414731714705149
cat__data_source_primary_https://blog.talosintelligence.com/2025/09/dresden-group-ag-campaign.html,0.00010413243168693144
cat__company_name_Bordeaux Pharmaceuticals SA,0.00010402369567231823
cat__company_name_Monroe Group SAS,0.00010396334724753229
cat__discovery_date_2021-02-05,0.00010389902070180351
cat__disclosure_date_2024-12-17,0.00010382831712738515
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/atlanta-medtech-inc-hit-by-cyberattack-2025/,0.0001036870794838995
cat__stock_ticker_x_VECT.AX,0.00010359920580794581
cat__company_name_Citadel Store Retail AB,0.00010353964146306531
cat__data_source_secondary_https://www.everest-summit-networks-h.com/newsroom/2025/01/security-update,0.00010353954946028454
cat__company_name_Victoria Services Inc.,0.00010348792171470279
cat__company_name_Lambert Bank Ltd.,0.0001034251732944613
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001252714&type=8-K&dateb=20250609&owner=include&count=10,0.00010329432849160069
cat__notes_y_Cyber insurance policy sublimit of $1.6M applied; excess borne by company,0.00010324664725532695
cat__data_source_secondary_https://www.aepd.es/decisions/2023/04/INQ-2023-00827,0.0001031502645970454
cat__company_name_Johansson Group GmbH,0.00010314524795968854
cat__company_name_Carver Department Inc.,0.00010295404855953776
cat__company_name_Ember Sequoia Retail Inc.,0.00010293613100842953
cat__company_name_ToolComposite Defense Co. Ltd.,0.00010263263413613262
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001798606&type=8-K&dateb=20251014&owner=include&count=10,0.00010260585879112256
cat__discovery_date_2022-06-28,0.00010258429140419882
cat__stock_ticker_x_LAMB.TA,0.0001025297382562524
cat__stock_ticker_y_JENS,0.00010248058363660333
cat__stock_ticker_x_PALM.MI,0.00010229009959407143
cat__stock_ticker_y_ACB,0.00010221077916708254
cat__discovery_date_2024-07-25,0.00010218565304479073
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001673720&type=8-K&dateb=20251123&owner=include&count=10,0.00010212696043195477
cat__disclosure_date_2023-02-04,0.00010203923513019211
cat__discovery_date_2024-07-19,0.00010197818162308433
cat__disclosure_date_2024-03-13,0.00010196522161501714
cat__disclosure_date_2023-05-24,0.00010190545403239368
cat__data_source_secondary_https://www.edpb.europa.eu/decisions/2023/02/INQ-2023-00439,0.00010187283207893072
cat__data_source_secondary_https://krebsonsecurity.com/2021/11/patriot-nexus-partne-breach-exposes-data/,0.00010181345257338837
cat__company_name_BazaarGoods Distribution Co.,0.0001017000467955086
cat__disclosure_date_2025-03-19,0.0001016918406673962
cat__notes_x_Concurrent with public CVE disclosure (CVE-2023-2023-52031),0.00010166963499777767
cat__disclosure_date_2024-05-24,0.00010163619528675938
cat__data_source_primary_https://www.theregister.com/2025/04/22/baltimore-electric-g_security_incident/,0.0001012163797204329
cat__data_source_secondary_https://www.edpb.europa.eu/decisions/2023/09/INQ-2023-00483,0.00010121269821503964
cat__data_source_primary_https://www.theregister.com/2021/01/27/delta-net-platforms-_security_incident/,0.00010115770783447431
cat__discovery_date_2023-05-05,0.00010113482390233326
cat__disclosure_date_2026-02-14,0.00010103352086849227
cat__data_source_secondary_https://blog.talosintelligence.com/2022/01/lantern-atlas-resour-campaign.html,0.00010100176805394991
cat__discovery_date_2025-12-16,0.00010073139786953569
cat__company_name_Quinn Academy Co. Ltd.,0.00010069684585882154
cat__data_source_primary_https://www.ico.org.uk/decisions/2022/05/INQ-2022-00644,0.00010066711263228921
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001751555&type=8-K&dateb=20210409&owner=include&count=10,0.00010058842932848302
cat__discovery_date_2024-04-13,0.00010055667117709793
cat__data_source_primary_https://therecord.media/2025/09/28/nice-department-group-sa-breached,0.00010045909614423162
cat__company_name_Dallas Markets Holdings Inc.,0.00010045198354671925
cat__stock_ticker_y_DAVI.T,0.00010032141913115318
cat__data_source_primary_https://therecord.media/2021/10/14/orbit-wisdom-academy-ltd-breached,0.00010028263944718498
cat__company_name_Herzliya Ventures Ltd.,0.00010027764007818687
cat__discovery_date_2025-07-13,0.00010015923949500032
cat__data_source_secondary_https://blog.talosintelligence.com/2023/02/ahmedabad-administra-campaign.html,0.0001000811868313689
cat__discovery_date_2024-08-13,0.00010005657460366993
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/clarke-solutions-holdings-hit-by-cyberattack-2024/,9.991049167995381e-05
cat__discovery_date_2023-07-12,9.98619326589628e-05
cat__disclosure_date_2021-11-03,9.975388040619068e-05
cat__notes_y_Regulatory fine reduced 51% on appeal based on demonstrated remediation,9.971824238790566e-05
cat__stock_ticker_x_PVR,9.955579542191398e-05
cat__disclosure_date_2021-12-07,9.940448730960508e-05
cat__company_name_Paladin Cedar Department Ltd.,9.940140194942807e-05
cat__data_source_primary_https://www.singapore-sciences-ltd.com/newsroom/2025/06/security-update,9.9351900838397e-05
cat__disclosure_date_2026-05-01,9.932373814748091e-05
cat__data_source_secondary_https://www.bitwire-innovations-corp.com/newsroom/2021/12/security-update,9.90972340596703e-05
cat__stock_ticker_y_ORLA.JO,9.898656011160895e-05
cat__stock_ticker_y_AURA,9.893907277614527e-05
cat__data_source_primary_https://krebsonsecurity.com/2025/06/districtnational-age-breach-exposes-data/,9.891972305974566e-05
cat__data_source_primary_https://krebsonsecurity.com/2025/08/jasper-acumen-servic-breach-exposes-data/,9.885793902139533e-05
cat__discovery_date_2023-05-14,9.877840687007627e-05
cat__stock_ticker_x_PCD,9.876237433503526e-05
cat__discovery_date_2021-10-02,9.87352022349964e-05
cat__stock_ticker_x_FAE.PA,9.873459955823058e-05
cat__company_name_Sheffield Healthcare Holdings PLC,9.86579454710485e-05
cat__stock_ticker_y_PUNE.NS,9.859202601082448e-05
cat__disclosure_date_2024-06-21,9.849828875787142e-05
cat__company_name_StLouis Power Holdings Inc.,9.847707269407544e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/goodsluxe-distribution-gr-hit-by-cyberattack-2023/,9.836219849127592e-05
cat__company_name_Fitzgerald Assurance SA,9.8312481498883e-05
cat__discovery_date_2023-11-15,9.820019655333206e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-okonkwo-components-h-2021/,9.819992871827783e-05
cat__disclosure_date_2023-12-23,9.817790710234813e-05
cat__data_source_primary_https://therecord.media/2025/02/05/nakamura-retail-co-breached,9.81231953462498e-05
cat__disclosure_date_2023-11-23,9.807059189411594e-05
cat__discovery_date_2023-02-12,9.79184901037698e-05
cat__disclosure_date_2023-01-17,9.78270848449491e-05
cat__company_name_Patriot Nexus Partners Pte. Ltd.,9.77619381299182e-05
cat__company_name_Edwards Group Inc.,9.772781006432433e-05
cat__data_source_primary_https://www.mandiant.com/resources/blog/nexus-cure-sciences--incident-response-2021,9.772041236825417e-05
cat__data_source_primary_https://blog.talosintelligence.com/2023/04/munich-office-ag-campaign.html,9.763392351331952e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001844202&type=8-K&dateb=20250609&owner=include&count=10,9.760798027031225e-05
cat__discovery_date_2022-08-01,9.756491802524011e-05
cat__company_name_Miami Assurance Co.,9.754943984373284e-05
cat__discovery_date_2026-01-23,9.735109278227119e-05
cat__stock_ticker_x_SAVE,9.697707512914462e-05
cat__discovery_date_2023-01-28,9.695116196952196e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001955927&type=8-K&dateb=20251001&owner=include&count=10,9.692124298398557e-05
cat__disclosure_date_2025-05-05,9.674513711856608e-05
cat__notes_x_OT/ICS systems affected; physical operations suspended for 60 days,9.666196109012632e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001906867&type=8-K&dateb=20230519&owner=include&count=10,9.664908573034227e-05
cat__stock_ticker_x_QAA,9.657980505412688e-05
cat__notes_x_Concurrent with public CVE disclosure (CVE-2022-2022-19182),9.65163626537888e-05
cat__data_source_primary_https://www.sparkamp-utilities-group-.com/newsroom/2021/09/security-update,9.648880288309257e-05
cat__discovery_date_2025-12-27,9.646349771948314e-05
cat__discovery_date_2021-12-01,9.633267023107383e-05
cat__disclosure_date_2025-11-13,9.629493870420944e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/verdant-compass-syst-intrusion-analysis-2022/,9.623822769556788e-05
cat__stock_ticker_y_IRR.TO,9.613067913212307e-05
cat__company_name_Cedar Cobalt Advisory Inc.,9.611617746065161e-05
cat__stock_ticker_y_SPEC,9.603581338985539e-05
cat__disclosure_date_2022-10-01,9.601096950522051e-05
cat__notes_y_Cyber insurance policy sublimit of $5.8M applied; excess borne by company,9.596948361923112e-05
cat__discovery_date_2024-02-04,9.596276094206194e-05
cat__company_name_Granite Screen Studios Group PLC,9.594020812594578e-05
cat__notes_x_Partial remediation completed within 48h; full recovery took 14 days,9.592132724824623e-05
cat__data_source_secondary_https://www.jaipur-robotics-ltd.com/newsroom/2023/08/security-update,9.540795264840933e-05
cat__discovery_date_2021-10-12,9.540614118745951e-05
cat__stock_ticker_y_LAMB.AX,9.540033509944387e-05
cat__notes_x_Multiple subsidiaries affected across 11 jurisdictions,9.530544813886985e-05
cat__discovery_date_2025-10-24,9.52759770147937e-05
cat__discovery_date_2024-06-03,9.523064754334538e-05
cat__discovery_date_2022-06-05,9.512128757251533e-05
cat__company_name_Schneider Trading Group Inc.,9.505519001497297e-05
cat__stock_ticker_y_COLE.TO,9.50337104179873e-05
cat__disclosure_date_2025-10-15,9.500631563044266e-05
cat__stock_ticker_x_PHOE,9.499983100588212e-05
cat__company_name_ScholarDiscovery Learning Inc.,9.479416307723721e-05
cat__company_name_Granite Paragon Services Holdings Inc.,9.468924973905255e-05
cat__disclosure_date_2022-08-05,9.468175984443333e-05
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2022/07/INQ-2022-00548,9.464603874372675e-05
cat__company_name_InsightConsult Consulting S.p.A.,9.458966695405531e-05
cat__data_source_secondary_https://www.linksignal-labs-group-ltd.com/newsroom/2021/05/security-update,9.458265011566094e-05
cat__discovery_date_2022-06-16,9.440412641327454e-05
cat__notes_x_Multiple subsidiaries affected across 3 jurisdictions,9.422929067675382e-05
cat__company_name_Azure Public Agency Holdings Inc.,9.420562085237856e-05
cat__disclosure_date_2024-08-14,9.413172534679636e-05
cat__data_source_secondary_https://www.crowdstrike.com/blog/zenith-epoch-corp-in-intrusion-analysis-2025/,9.410348584553906e-05
cat__discovery_date_2022-04-15,9.406825385061273e-05
cat__discovery_date_2023-12-05,9.404724912257067e-05
cat__data_source_primary_https://therecord.media/2021/05/18/linksignal-labs-group-ltd-breached,9.39879232073516e-05
cat__company_name_DistrictNational Agency Co.,9.385064266944632e-05
cat__discovery_date_2023-11-02,9.372447628435095e-05
cat__disclosure_date_2021-05-15,9.37187881985343e-05
cat__company_name_Talon Arc Computing AG,9.365181393767677e-05
cat__disclosure_date_2022-07-24,9.36213760214039e-05
cat__disclosure_date_2022-11-28,9.350721481730229e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001205985&type=8-K&dateb=20250418&owner=include&count=10,9.343963567904698e-05
cat__data_source_primary_https://www.theregister.com/2023/05/10/anderson-securities-_security_incident/,9.34356730044302e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/dealgoods-markets-in-intrusion-analysis-2022/,9.341258741127905e-05
cat__disclosure_date_2021-07-13,9.336880978777953e-05
cat__company_name_Fitzgerald Biotech Ltd.,9.336278337261789e-05
cat__data_source_primary_https://www.newcastle-advisory-group-.com/newsroom/2024/02/security-update,9.320490377157385e-05
cat__discovery_date_2022-07-18,9.319580993899167e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001480636&type=8-K&dateb=20221117&owner=include&count=10,9.304781861196313e-05
cat__discovery_date_2025-04-01,9.303164015344872e-05
cat__company_name_SolarFlux Services Holdings Inc.,9.295035961787157e-05
cat__disclosure_date_2026-01-17,9.288347905026713e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001845442&type=8-K&dateb=20230704&owner=include&count=10,9.27372933825135e-05
cat__discovery_date_2024-09-01,9.271149868472642e-05
cat__company_name_Aldridge Department Inc.,9.266694234276378e-05
cat__data_source_secondary_https://www.cnil.fr/decisions/2024/10/INQ-2024-00590,9.262466145378343e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-valuevalue-stores-co-2025/,9.26191330530239e-05
cat__discovery_date_2021-09-04,9.253907788702904e-05
cat__stock_ticker_x_NEW1.AX,9.252114693791906e-05
cat__discovery_date_2021-07-18,9.23930875701893e-05
cat__discovery_date_2025-12-25,9.237841113908891e-05
cat__data_source_primary_https://www.ico.org.uk/decisions/2023/11/INQ-2023-00749,9.229677826728562e-05
cat__disclosure_date_2026-02-02,9.226551498206593e-05
cat__discovery_date_2021-12-16,9.22345321682312e-05
cat__notes_y_Recovery costs include $24.1M for forensic investigation by Secureworks,9.216890839911968e-05
cat__disclosure_date_2023-07-08,9.214544064556751e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/malmo-healthcare-ab-intrusion-analysis-2025/,9.213109917662087e-05
cat__discovery_date_2023-01-17,9.199647102487333e-05
cat__disclosure_date_2024-01-24,9.186329833957338e-05
cat__data_source_primary_https://krebsonsecurity.com/2024/12/delta-net-platforms--breach-exposes-data/,9.184030109171706e-05
cat__company_name_Brooks Group Inc.,9.170543103240686e-05
cat__stock_ticker_x_VTL.TO,9.138627806011033e-05
cat__company_name_Vanguard Forge Manufacturing PLC,9.131957495338796e-05
cat__company_name_PortTransit Carriers Co. Ltd.,9.128717747829106e-05
cat__disclosure_date_2024-09-08,9.127377600033084e-05
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by CNIL,9.122776988583119e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001873992&type=8-K&dateb=20250514&owner=include&count=10,9.1113879376565e-05
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2025/06/INQ-2025-00740,9.109560897608194e-05
cat__stock_ticker_y_PORT.AX,9.109263632018822e-05
cat__disclosure_date_2025-07-17,9.104784795186744e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001872735&type=8-K&dateb=20210516&owner=include&count=10,9.092871706254947e-05
cat__disclosure_date_2024-06-08,9.08229340598526e-05
cat__disclosure_date_2022-03-08,9.074367185590886e-05
cat__company_name_Sullivan Investments Ltd.,9.066801036787883e-05
cat__company_name_LiveMedia Productions Group Inc.,9.043273337932057e-05
cat__disclosure_date_2023-03-23,9.041651954106707e-05
cat__discovery_date_2025-09-24,9.040138492355716e-05
cat__company_name_Belfast Fabrication Group PLC,9.036929293498653e-05
cat__stock_ticker_x_OKON.AX,9.030842896617381e-05
cat__data_source_secondary_https://www.bleepingcomputer.com/news/security/spartan-cloud-microsystem-hit-by-cyberattack-2024/,9.004532934935315e-05
cat__stock_ticker_y_GRID,8.99963794148228e-05
cat__data_source_primary_https://www.onyx-quantum-administrati.com/newsroom/2025/07/security-update,8.99777229271046e-05
cat__data_source_primary_https://www.ico.org.uk/decisions/2021/01/INQ-2021-00245,8.99450587705187e-05
cat__stock_ticker_x_APS.L,8.99318143660217e-05
cat__stock_ticker_x_GUTI.L,8.97903446191725e-05
cat__data_source_primary_https://blog.talosintelligence.com/2025/06/epoch-maple-producti-campaign.html,8.972353250804056e-05
cat__discovery_date_2021-10-03,8.965434198713115e-05
cat__company_name_Bravo Spark Energy Holdings Inc.,8.96049358740624e-05
cat__discovery_date_2025-01-30,8.959250854869283e-05
cat__discovery_date_2021-04-19,8.955964449042647e-05
cat__discovery_date_2022-03-26,8.953158810290803e-05
cat__company_name_Sable Wind Energy SA,8.949734246597081e-05
cat__notes_y_Insurance claim partially denied; payout reflects negotiated settlement at 43% of claim,8.94913080758435e-05
cat__company_name_Sable Orbit Authority Group Inc.,8.947121284315563e-05
cat__stock_ticker_x_GRAH.DE,8.944105565258574e-05
cat__company_name_SanDiego Services Co.,8.927370548994471e-05
cat__disclosure_date_2025-07-23,8.914300506477748e-05
cat__disclosure_date_2025-01-26,8.914131862384461e-05
cat__disclosure_date_2021-05-16,8.895337809319635e-05
cat__notes_y_Recovery costs include $14.9M for forensic investigation by Stroz_Friedberg,8.888882952619065e-05
cat__notes_CEO resignation announced 7 days post-disclosure; confounding event flagged,8.874189575644983e-05
cat__company_name_Crimson Genome Diagnostics Inc.,8.871468545609503e-05
cat__data_source_secondary_https://www.sullivan-associates-corp.com/newsroom/2021/07/security-update,8.85909279552066e-05
cat__stock_ticker_x_CGD,8.857563863481274e-05
cat__company_name_Sendai Department Corp.,8.852415480497209e-05
cat__discovery_date_2022-09-21,8.845195071512259e-05
cat__data_source_primary_https://www.ico.org.uk/decisions/2024/02/INQ-2024-00395,8.839823548480078e-05
cat__data_source_primary_https://www.ico.org.uk/decisions/2021/06/INQ-2021-00290,8.828907816058752e-05
cat__data_source_primary_https://www.ahmedabad-administration-.com/newsroom/2023/06/security-update,8.814527592869195e-05
cat__discovery_date_2023-10-05,8.814007436957085e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001813537&type=8-K&dateb=20211213&owner=include&count=10,8.812975881800104e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/victoria-advisory-co-intrusion-analysis-2023/,8.807270108238219e-05
cat__discovery_date_2023-01-13,8.807152177436532e-05
cat__data_source_primary_https://www.theregister.com/2023/05/27/eriksson-group-inc_security_incident/,8.79881829323656e-05
cat__discovery_date_2024-10-11,8.787007803856354e-05
cat__notes_Company issued unrelated M&A announcement 45 days before disclosure,8.780209617361655e-05
cat__notes_y_Insurance claim partially denied; payout reflects negotiated settlement at 53% of claim,8.778822671085988e-05
cat__stock_ticker_y_SIER,8.77400074487831e-05
cat__notes_y_Regulatory fine reduced 56% on appeal based on demonstrated remediation,8.766988205017104e-05
cat__company_name_Austin Distribution Holdings Inc.,8.759816381080612e-05
cat__data_source_secondary_https://krebsonsecurity.com/2024/06/walsh-media-group-pl-breach-exposes-data/,8.756059828136429e-05
cat__disclosure_date_2025-09-15,8.747295721718225e-05
cat__notes_y_Loss estimate based on Ponemon per-record cost methodology ($7.93/record),8.743728773770693e-05
cat__company_name_MetroBorough Agency Holdings Inc.,8.739229278283112e-05
cat__company_name_Kowalski Institute Inc.,8.737058355445365e-05
cat__disclosure_date_2023-06-07,8.735253730941509e-05
cat__disclosure_date_2025-06-13,8.733124547416538e-05
cat__discovery_date_2026-02-07,8.72056367802764e-05
cat__data_source_primary_https://blog.talosintelligence.com/2025/02/anderson-materials-c-campaign.html,8.692303270125525e-05
cat__company_name_Nice Department Group SA,8.692139903268404e-05
cat__data_source_primary_https://www.pressalloy-materials-inc.com/newsroom/2024/03/security-update,8.67684635139324e-05
cat__notes_x_Multiple subsidiaries affected across 6 jurisdictions,8.64401911303107e-05
cat__disclosure_date_2025-11-21,8.641086377790438e-05
cat__data_source_primary_https://www.savesave-commerce-corp.com/newsroom/2021/12/security-update,8.638704722563333e-05
cat__discovery_date_2025-03-04,8.638309810730675e-05
cat__company_name_Epoch Radiant Exploration Holdings PLC,8.632419649996702e-05
cat__disclosure_date_2026-03-12,8.615130465858648e-05
cat__data_source_primary_https://www.lambert-bank-ltd.com/newsroom/2025/12/security-update,8.607903626975334e-05
cat__discovery_date_2021-12-14,8.604943339128605e-05
cat__company_name_Bristol Software Holdings PLC,8.599611394426125e-05
cat__disclosure_date_2026-03-02,8.597649367606032e-05
cat__stock_ticker_x_STLO,8.591338562626312e-05
cat__stock_ticker_x_KELL.AX,8.57667673100692e-05
cat__company_name_Baltic Trident Pharmaceuticals Ltda.,8.576303853319981e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001450132&type=8-K&dateb=20250323&owner=include&count=10,8.56444577624003e-05
cat__disclosure_date_2024-12-18,8.563549392434606e-05
cat__disclosure_date_2023-04-15,8.561375589836805e-05
cat__company_name_Munich Office AG,8.551691791958789e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/bravo-state-administratio-hit-by-cyberattack-2022/,8.541226062095461e-05
cat__notes_y_Loss estimate based on Ponemon per-record cost methodology ($6.74/record),8.537241246561643e-05
cat__company_name_Tampa Stores Corp.,8.527855670425949e-05
cat__discovery_date_2024-05-09,8.518737123485729e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001876395&type=8-K&dateb=20250804&owner=include&count=10,8.509962121270552e-05
cat__data_source_secondary_https://www.cnil.fr/decisions/2023/02/INQ-2023-00703,8.502868301220063e-05
cat__company_name_Stuttgart Distribution SE,8.502570868952427e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001794201&type=8-K&dateb=20220807&owner=include&count=10,8.501040014038246e-05
cat__stock_ticker_y_TNP.WA,8.494940145856685e-05
cat__data_source_secondary_https://www.theregister.com/2023/10/09/ember-mantis-solutio_security_incident/,8.479849742509396e-05
cat__disclosure_date_2025-04-26,8.477468510787303e-05
cat__disclosure_date_2022-12-29,8.468458223580436e-05
cat__data_source_primary_https://therecord.media/2022/09/05/dynamo-ridge-diagnostics--breached,8.465231180656839e-05
cat__discovery_date_2023-06-28,8.456611392172166e-05
cat__company_name_Nakamura Retail Co.,8.454951678582071e-05
cat__discovery_date_2025-09-15,8.444626285912447e-05
cat__stock_ticker_x_SIER,8.443733604019605e-05
cat__disclosure_date_2025-05-10,8.441294718762521e-05
cat__discovery_date_2025-05-14,8.440749611341812e-05
cat__data_source_secondary_https://unit42.paloaltonetworks.com/threat-brief-gutierrez-assurance--2025/,8.42152599247822e-05
cat__company_name_Houston Management Inc.,8.416982123743355e-05
cat__data_source_primary_https://blog.talosintelligence.com/2023/09/fitzgerald-biotech-l-campaign.html,8.415935874558053e-05
cat__stock_ticker_x_EDM1.TO,8.413507136339857e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/harbor-beacon-outlets-gro-hit-by-cyberattack-2022/,8.393469747980582e-05
cat__data_source_primary_https://www.geneva-investments-ag.com/newsroom/2022/09/security-update,8.392035535144403e-05
cat__discovery_date_2023-02-27,8.390215163226177e-05
cat__stock_ticker_x_GHL,8.38222715223854e-05
cat__stock_ticker_y_SANT.HK,8.37994883724996e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001871051&type=8-K&dateb=20240215&owner=include&count=10,8.373993261736783e-05
cat__data_source_secondary_https://www.marketfresh-stores-corp.com/newsroom/2025/07/security-update,8.367838231846125e-05
cat__data_source_primary_https://www.nashville-securities-co.com/newsroom/2025/07/security-update,8.359768724481136e-05
cat__discovery_date_2021-04-29,8.357952292542674e-05
cat__company_name_Zenith Epoch Corp Inc.,8.332566843711587e-05
cat__stock_ticker_x_IPM,8.331236870407699e-05
cat__stock_ticker_x_OKON.L,8.323077143704444e-05
cat__data_source_primary_https://www.mandiant.com/resources/blog/servicelink-staffing-incident-response-2024,8.319242065351827e-05
cat__discovery_date_2021-09-10,8.31626714030785e-05
cat__data_source_primary_https://krebsonsecurity.com/2022/04/carbontool-materials-breach-exposes-data/,8.305632755375559e-05
cat__discovery_date_2025-08-12,8.302300824046882e-05
cat__data_source_primary_https://www.mandiant.com/resources/blog/granite-civic-admini-incident-response-2022,8.29014359796709e-05
cat__company_name_Halifax Services Inc.,8.286141350797805e-05
cat__data_source_secondary_https://www.aepd.es/decisions/2025/11/INQ-2025-00250,8.272600395142885e-05
cat__stock_ticker_y_VECT.AX,8.260589600756782e-05
cat__discovery_date_2025-10-10,8.257557972436187e-05
cat__stock_ticker_x_SCF.T,8.248264982901653e-05
cat__discovery_date_2022-03-22,8.244797946473256e-05
cat__disclosure_date_2025-11-07,8.242880623154983e-05
cat__data_source_primary_https://www.fitzgerald-assurance-sa.com/newsroom/2025/11/security-update,8.242466439912112e-05
cat__discovery_date_2021-06-21,8.240453322848398e-05
cat__notes_y_Loss estimate based on Ponemon per-record cost methodology ($8.49/record),8.240162926409549e-05
cat__data_source_primary_https://www.pune-outlets-ltd.com/newsroom/2024/02/security-update,8.23766751373567e-05
cat__company_name_DistrictCounty Administration Co.,8.232373545867728e-05
cat__disclosure_date_2023-04-30,8.219695456331518e-05
cat__company_name_Arrow Value Trading Corp.,8.218185375722248e-05
cat__notes_y_Cyber insurance policy sublimit of $8.3M applied; excess borne by company,8.213804802231115e-05
cat__disclosure_date_2022-03-24,8.212561045091317e-05
cat__disclosure_date_2022-07-28,8.212429020160686e-05
cat__company_name_Tempest County Office SE,8.204718705423286e-05
cat__disclosure_date_2025-05-03,8.198735378972869e-05
cat__company_name_SparkAmp Utilities Group Inc.,8.185483280385449e-05
cat__data_source_secondary_https://www.bleepingcomputer.com/news/security/crest-vertex-construction-hit-by-cyberattack-2025/,8.180004863174228e-05
cat__stock_ticker_y_TWR,8.17387769157057e-05
cat__discovery_date_2025-10-26,8.173678327009609e-05
cat__stock_ticker_x_GUAR.BR,8.173563950970809e-05
cat__data_source_primary_https://www.aepd.es/decisions/2024/05/INQ-2024-00485,8.155824922322143e-05
cat__disclosure_date_2026-02-20,8.152861991006966e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-linedirect-group-co-2021/,8.14619258768024e-05
cat__company_name_Redwood Citadel Agency Co.,8.145139343506552e-05
cat__data_source_secondary_https://www.houston-department-inc.com/newsroom/2024/10/security-update,8.14236641330742e-05
cat__discovery_date_2023-11-09,8.141064813462355e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001635553&type=8-K&dateb=20221107&owner=include&count=10,8.131345928336186e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058213&type=8-K&dateb=20250213&owner=include&count=10,8.130037435981078e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001069566&type=8-K&dateb=20210712&owner=include&count=10,8.126610623054616e-05
